Date, Cases, Deaths, Avg Temperatures, Avg Dewpoints, Avg Humidities, Avg Windspeeds, Avg Pressures
2020-05-01, 149, 2, 61.9, 42.2, 51.9, 8.7, 30.0
2020-05-02, 72, 0, 62.5, 51.2, 67.7, 6.3, 30.1
2020-05-03, 149, 3, 60.9, 42.5, 54.1, 9.1, 30.1
2020-05-04, 75, 0, 61.3, 36.3, 42.2, 6.8, 30.1
2020-05-05, 154, 3, 61.9, 46.2, 57.5, 8.3, 30.1
2020-05-06, 78, 0, 65.0, 44.8, 51.7, 8.5, 30.1
2020-05-07, 163, 3, 69.4, 43.3, 45.5, 6.0, 29.9
2020-05-08, 97, 0, 71.0, 46.7, 47.0, 5.0, 29.8
2020-05-09, 165, 3, 61.8, 52.1, 72.6, 6.6, 29.9
2020-05-10, 102, 0, 61.3, 48.4, 64.6, 8.5, 29.9
2020-05-11, 168, 3, 62.3, 43.3, 55.0, 13.1, 29.9
2020-05-12, 123, 0, 60.7, 48.5, 66.2, 9.0, 29.9
2020-05-13, 174, 3, 60.5, 46.5, 61.2, 5.8, 30.0
2020-05-14, 131, 0, 62.8, 48.8, 61.5, 6.3, 30.1
2020-05-15, 186, 3, 63.2, 47.5, 59.2, 10.2, 30.0
2020-05-16, 143, 0, 66.0, 47.5, 52.1, 6.9, 29.9
2020-05-17, 192, 3, 65.3, 53.6, 66.7, 11.5, 29.8
2020-05-18, 169, 0, 61.7, 47.8, 62.5, 9.0, 29.9
2020-05-19, 192, 3, 60.0, 45.6, 60.7, 9.3, 30.0
2020-05-20, 186, 0, 61.3, 47.5, 61.4, 8.2, 30.1
2020-05-21, 200, 3, 63.9, 48.9, 60.5, 8.0, 29.9
2020-05-22, 187, 0, 62.5, 44.7, 54.4, 7.0, 29.9
2020-05-23, 200, 3, 65.2, 43.3, 50.8, 7.6, 29.9
2020-05-24, 188, 0, 70.0, 44.7, 44.5, 5.7, 29.9
2020-05-25, 205, 3, 78.8, 47.3, 35.6, 6.3, 29.8
2020-05-26, 225, 0, 79.5, 55.6, 48.4, 6.5, 29.8
2020-05-27, 205, 3, 78.0, 53.3, 45.0, 6.9, 29.8
2020-05-28, 262, 0, 67.8, 56.3, 68.5, 6.8, 29.8
2020-05-29, 205, 3, 66.1, 52.4, 62.9, 12.8, 29.8
